date,ICPI
2016-06-29,-2.630029485925237
2016-06-30,-1.718204825196766
2016-07-01,-2.5882631656196993
2016-07-02,-1.6157257940830454
2016-07-03,-1.0793170361091469
2016-07-04,-1.4440588650900397
2016-07-05,-1.482926236998606
2016-07-06,-1.376600062493318
2016-07-07,-1.313556197645706
2016-07-08,-1.7984598685719453
2016-07-09,-1.6375190498561107
2016-07-10,-1.3855593016828223
2016-07-11,-1.102214780632716
2016-07-12,-0.831193329674477
2016-07-13,-1.5619620111740968
2016-07-14,-1.2526989044783516
2016-07-15,-1.6247249358670228
2016-07-16,-1.4499107487776315
2016-07-17,-1.2698977820376198
2016-07-18,-0.9924261848028928
2016-07-19,-2.6088925108619576
2016-07-20,-2.8165446502142517
2016-07-21,-1.5988173657727847
2016-07-22,-1.4225038573664623
2016-07-23,-1.4657374290604759
2016-07-24,-1.3127740432814183
2016-07-25,-0.885204163626505
2016-07-26,-1.3324689344838065
2016-07-27,-2.19063673357072
2016-07-28,-0.8631408877195471
2016-07-29,-0.8712906006492374
2016-07-30,-1.7536605275503931
2016-07-31,-1.2658161256065528
2016-08-01,-0.9336541096712153
2016-08-02,-1.4564247122388498
2016-08-03,-1.9521408558823374
2016-08-04,-4.787126351394153
2016-08-05,-4.838446890762678
2016-08-06,-1.9519779652514502
2016-08-07,-1.828797729922102
2016-08-08,-2.7992604514638657
2016-08-09,-2.0318209465105093
2016-08-10,-2.7065070678172933
2016-08-11,-2.3646827347685972
2016-08-12,-5.088988380028828
2016-08-13,-3.520422009066242
2016-08-14,-2.0800406710466266
2016-08-15,-1.747745758071201
2016-08-16,-1.2727478700980497
2016-08-17,-2.861895853220667
2016-08-18,-1.9731254258914939
2016-08-19,-1.2909661929537946
2016-08-20,-1.9504837385215266
2016-08-21,-1.351853645078551
2016-08-22,-1.2556432095867613
2016-08-23,-1.2335122638898293
2016-08-24,-1.627273156764669
2016-08-25,-2.2327036432034837
2016-08-26,-1.3183016746844645
2016-08-27,-1.2613004814835964
2016-08-28,-1.2221436978838796
2016-08-29,-1.0989259037411794
2016-08-30,-0.8354994140200646
2016-08-31,-0.9823042711589872
2016-09-01,-0.9553826316051397
2016-09-02,-0.7624000079600267
2016-09-03,-1.0051150506538349
2016-09-04,-1.0113386163505862
2016-09-05,-0.5027934708394781
2016-09-06,-0.8485686496283844
2016-09-07,-0.6681825215839005
2016-09-08,-0.4664339299925859
2016-09-09,-0.1977971418436728
2016-09-10,-0.42066340485715514
2016-09-11,-0.6138770535876911
2016-09-12,-0.3189036539645015
2016-09-13,-0.3606834154429224
2016-09-14,-0.41279295524275
2016-09-15,-0.3751893523903186
2016-09-16,0.3765900130795442
2016-09-17,0.018156465611837314
2016-09-18,0.310723802087814
2016-09-19,0.7742398541284832
2016-09-20,0.8370640445105593
2016-09-21,0.14583345982075432
2016-09-22,0.11286967462710012
2016-09-23,0.1257678274669902
2016-09-24,0.26509264704194335
2016-09-25,-0.38618407455816983
2016-09-26,-0.06799682391011319
2016-09-27,-0.4203693664353547
2016-09-28,-0.740219997738422
2016-09-29,-0.9102371352646461
2016-09-30,-0.7201963971403823
2016-10-01,-1.1621308286483123
2016-10-02,-0.6294357742597582
2016-10-03,-0.5415355119803706
2016-10-04,-0.44293439172075216
2016-10-05,-0.6520465930504252
2016-10-06,-0.5074330208517447
2016-10-07,-0.5537264121033336
2016-10-08,-0.6898431353059418
2016-10-09,-0.26583102458002966
2016-10-10,-0.22686368648720526
2016-10-11,-0.31241103025103445
2016-10-12,-0.24389803870935226
2016-10-13,-0.11783166594269229
2016-10-14,-0.030248852872727605
2016-10-15,0.09837005744969984
2016-10-16,-0.23670147061443164
2016-10-17,-0.06047077081614541
2016-10-18,-0.11666253565969119
2016-10-19,-1.8240779757505956
2016-10-20,-0.6559506880949493
2016-10-21,-0.48877239582328186
2016-10-22,-0.5953207625198682
2016-10-23,-0.5177322985655378
2016-10-24,-0.17861165845558424
2016-10-25,-0.6331407774123655
2016-10-26,-0.6254074537908391
2016-10-27,-2.0605103420361153
2016-10-28,-0.635785952464677
2016-10-29,-0.0770204333776679
2016-10-30,-0.4105195508944059
2016-10-31,-0.38353137395747006
2016-11-01,-0.25265453393552134
2016-11-02,-0.5657243964966236
2016-11-03,-0.05069876713792787
2016-11-04,-0.6360917399097965
2016-11-05,-0.3982274763290592
2016-11-06,0.21829445860298102
2016-11-07,0.23568672234620913
2016-11-08,-0.16808616840120208
2016-11-09,-0.11908406675289313
2016-11-10,0.568437753192553
2016-11-11,1.4699736340780183
2016-11-12,0.3138888910144051
2016-11-13,0.9099302651029328
2016-11-14,0.7706528841956009
2016-11-15,0.033475735794823935
2016-11-16,-0.12279374466251088
2016-11-17,-0.23074988042333805
2016-11-18,-0.15663586738762292
2016-11-19,-0.07031460427057457
2016-11-20,-0.15459837327121806
2016-11-21,-0.4482893514519326
2016-11-22,-1.1641620545082685
2016-11-23,-1.0209783783529398
2016-11-24,-0.43729107983248816
2016-11-25,0.0410713523614985
2016-11-26,0.17709378015803018
2016-11-27,0.24742469231130995
2016-11-28,0.4668224697591373
2016-11-29,0.12493986954520418
2016-11-30,-0.03170644039967747
2016-12-01,0.14788928668561072
2016-12-02,0.24133893586716346
2016-12-03,-0.07158517906907308
2016-12-04,0.46489644922058
2016-12-05,0.21568085051689817
2016-12-06,0.4844238181619537
2016-12-07,-0.1757147962464574
2016-12-08,0.06658809084396253
2016-12-09,0.21735410256571935
2016-12-10,0.26571796651875434
2016-12-11,0.22400736800325616
2016-12-12,0.4241317300776061
2016-12-13,0.2913384921578527
2016-12-14,-1.6165364227176526
2016-12-15,-0.4392721417768287
2016-12-16,-0.3356133116939724
2016-12-17,-1.146021242224361
2016-12-18,-0.7063303322623491
2016-12-19,-0.9729626005356042
2016-12-20,-1.3001166886191022
2016-12-21,-2.660074559604122
2016-12-22,-4.205380822015244
2016-12-23,-2.8034903292707276
2016-12-24,-4.683985681397004
2016-12-25,-2.7412038484525767
2016-12-26,-4.1178156573471245
2016-12-27,-1.3392691961827698
2016-12-28,-1.551353122195992
2016-12-29,-2.480430125253789
2016-12-30,-4.753436674742211
2016-12-31,-1.5722121318854951
2017-01-01,-1.4367071679582253
2017-01-02,-1.378788068717612
2017-01-03,-1.0914318768843414
2017-01-04,-2.3372249585665705
2017-01-05,-1.081824005573644
2017-01-06,-1.6473104021851328
2017-01-07,-1.5776871089082378
2017-01-08,-1.8123598945229955
2017-01-09,-1.2651639728316721
2017-01-10,-1.2457946223793617
2017-01-11,-2.9222926686816173
2017-01-12,-1.7908380171288878
2017-01-13,-2.0075991125220165
2017-01-14,-2.0921485426979505
2017-01-15,-1.556668792615672
2017-01-16,-1.0864258295749376
2017-01-17,-1.4245921423268972
2017-01-18,-1.6735597098197081
2017-01-19,-2.023262842151058
2017-01-20,-1.5108455507904774
2017-01-21,-1.7292940866765751
2017-01-22,-1.3560418645759562
2017-01-23,-1.7420557425606769
2017-01-24,-1.377430624190544
2017-01-25,-1.7096734263964717
2017-01-26,-1.6387259467575805
2017-01-27,-1.573807747647807
2017-01-28,-1.5352860362454097
2017-01-29,-1.6455513576477176
2017-01-30,-0.7949579634600342
2017-01-31,-0.723887125347509
2017-02-01,-0.882787555242748
2017-02-02,-0.8142640997120598
2017-02-03,-0.2699050948268221
2017-02-04,-0.2487860168154805
2017-02-05,-0.10909568984577572
2017-02-06,-0.4473218504015263
2017-02-07,-0.6677952148675836
2017-02-08,-0.7452065859992018
2017-02-09,-0.44689965664031933
2017-02-10,0.03909547346758058
2017-02-11,-0.2895486117381547
2017-02-12,-0.049716806694893756
2017-02-13,0.15238868702634947
2017-02-14,-0.2375873474865193
2017-02-15,-0.18269483567536768
2017-02-16,-0.45382615126762826
2017-02-17,-0.00029869755364858586
2017-02-18,-0.13858185882524504
2017-02-19,0.11761121282842901
2017-02-20,-0.003996680408921149
2017-02-21,-0.017967574498137413
2017-02-22,-0.468946062976532
2017-02-23,-0.2677345370841361
2017-02-24,-0.13050601388340966
2017-02-25,-0.11213664205473384
2017-02-26,-0.0007350925096575867
2017-02-27,-0.01060877194390776
2017-02-28,0.3603079210403734
2017-03-01,-0.6150602245889885
2017-03-02,-0.28633566275741995
2017-03-03,-0.27893003744978956
2017-03-04,-0.6322324343291275
2017-03-05,-0.603599862013351
2017-03-06,-0.23360187933325555
2017-03-07,-0.3794359073848787
2017-03-08,-0.6032639183215756
2017-03-09,-1.1219087574902515
2017-03-10,-0.4119816856947285
2017-03-11,-0.6611010467989713
2017-03-12,-0.2873937920748022
2017-03-13,-0.011220293573580578
2017-03-14,-0.3380476295789193
2017-03-15,-0.536992185290722
2017-03-16,-0.28234774976631427
2017-03-17,-0.5556340899745282
2017-03-18,-0.4455783691008961
2017-03-19,-0.3246925145539028
2017-03-20,0.03876531025475592
2017-03-21,-0.45882765944901405
2017-03-22,-0.29061297959137766
2017-03-23,0.2371390790621054
2017-03-24,-0.2113364437874317
2017-03-25,-0.39937990619734737
2017-03-26,-0.16918333519409484
2017-03-27,-0.23099250860420267
2017-03-28,0.24611197173475946
2017-03-29,-0.1569036442161305
2017-03-30,-0.42044585432879455
2017-03-31,-0.3987164135006581
2017-04-01,-0.4791402548627571
2017-04-02,-0.8188986473646735
2017-04-03,-0.5260210164619701
2017-04-04,-0.6730901335654583
2017-04-05,-0.6717399750796146
2017-04-06,-0.5955967892193681
2017-04-07,-0.11613431169073317
2017-04-08,-0.29817627256046686
2017-04-09,-0.7252217780334452
2017-04-10,-0.40651583488471277
2017-04-11,-0.5612352081807293
2017-04-12,-0.8832303463039501
2017-04-13,-0.5709402986461019
2017-04-14,-0.5373265872165546
2017-04-15,-0.6709516103687446
2017-04-16,-0.4995324858960954
2017-04-17,-0.17294742555867693
2017-04-18,-0.46263393690022603
2017-04-19,-0.5380321682315742
2017-04-20,-0.6964416437508694
2017-04-21,-0.5606849940799706
2017-04-22,-0.893045183692319
2017-04-23,-1.2320014278163813
2017-04-24,-0.5272717220498088
2017-04-25,-0.42394176479635703
2017-04-26,-0.6804580077223761
2017-04-27,-0.8147234711777738
2017-04-28,-0.686893438758591
2017-04-29,-1.1965339877079693
2017-04-30,-1.021416693510915
2017-05-01,-0.5970311302574774
2017-05-02,-0.7674844411507287
2017-05-03,-0.9642276661299372
2017-05-04,-0.5185492562286819
2017-05-05,-0.6803622056948225
2017-05-06,-1.4020389129483481
2017-05-07,-0.9816468695418177
2017-05-08,-0.40513141291560684
2017-05-09,-0.4434871464668304
2017-05-10,-0.9055220704629843
2017-05-11,-0.9837882470218888
2017-05-12,-1.2364220407781246
2017-05-13,-1.6233983019984262
2017-05-14,-1.472480930486757
2017-05-15,-1.1726281811585961
2017-05-16,-1.4494908164926479
2017-05-17,-1.2235126581762272
2017-05-18,-2.3362961546423833
2017-05-19,-1.297354420937367
2017-05-20,-1.9687374043793415
2017-05-21,-1.477932992276583
2017-05-22,-1.3658639331595348
2017-05-23,-1.3993505757353926
2017-05-24,-0.9980039956909228
2017-05-25,-1.5301716074470082
2017-05-26,-1.573252819227849
2017-05-27,-1.726680832828237
2017-05-28,-1.7138186856149717
2017-05-29,-1.2488048607110338
2017-05-30,-1.8721581056030512
2017-05-31,-1.2474933637290095
2017-06-01,-1.4833256241257822
2017-06-02,-1.0475457849879317
2017-06-03,-1.550329545199789
2017-06-04,-0.8956754805173729
2017-06-05,-0.8606874488077254
2017-06-06,-1.03230883566669
2017-06-07,-1.6889808242424411
2017-06-08,-1.3455628275934965
2017-06-09,-1.0007636243228966
2017-06-10,-1.1344199926955203
2017-06-11,-1.032902998444655
2017-06-12,-1.0683482512998748
2017-06-13,-0.8933477971883336
2017-06-14,-0.7513801489937586
2017-06-15,-0.44648822703065794
2017-06-16,-0.9161438233246955
2017-06-17,-0.8403431906618614
2017-06-18,-1.0546861928302018
2017-06-19,-0.773488665174666
2017-06-20,-0.8867914623070748
2017-06-21,-0.640884361873902
2017-06-22,-0.45846661611811024
2017-06-23,-0.44376329184020913
2017-06-24,-0.7828964063870535
2017-06-25,-0.5515633326895324
2017-06-26,-0.3464012094394114
2017-06-27,-0.08372132653908229
2017-06-28,0.07014841201700099
2017-06-29,0.38997722274814733
2017-06-30,-0.19573889629138666
2017-07-01,-0.6310622000323894
2017-07-02,-0.2647451922233467
2017-07-03,-0.1959082043083834
2017-07-04,-0.8011721146533473
2017-07-05,-1.0072225169789328
2017-07-06,-0.603619057131031
2017-07-07,-0.5444120278029149
2017-07-08,-0.9665910500790689
2017-07-09,-0.8219388517059791
2017-07-10,-0.5896152722551987
2017-07-11,-1.2381971706582182
2017-07-12,-1.1723854442592399
2017-07-13,-0.4214734337512576
2017-07-14,-1.0559435288916896
2017-07-15,-1.1218407031850992
2017-07-16,-0.9495287055407389
2017-07-17,-0.7671343415358858
2017-07-18,-0.6313433231994283
2017-07-19,-0.8022698401816508
2017-07-20,-3.01600360335155
2017-07-21,-0.690521812211066
2017-07-22,-1.0058404450935654
2017-07-23,-0.9670911954533855
2017-07-24,-0.5554162573409918
2017-07-25,-0.6577775591321352
2017-07-26,-0.934103009408042
2017-07-27,-0.2686817409432515
2017-07-28,-0.16709645475012563
2017-07-29,-0.6061558374751165
2017-07-30,-0.8848681216765164
2017-07-31,-0.7434640040088052
2017-08-01,-0.6284136465781971
2017-08-02,-0.9706400384253051
2017-08-03,-0.8647815169950673
2017-08-04,-0.6565008921612152
2017-08-05,-0.8658988362213857
2017-08-06,-0.7213809917894155
2017-08-07,-0.6361171045168159
2017-08-08,-1.8690058653785864
2017-08-09,-2.1999337796679317
2017-08-10,-0.9139197487830333
2017-08-11,-2.0790014028652077
2017-08-12,-2.0103134499987827
2017-08-13,-1.2195582687553452
2017-08-14,-1.438313245254497
2017-08-15,-0.6961906148273086
2017-08-16,-0.8854689002814586
2017-08-17,-1.7808343425745676
2017-08-18,-0.9678505441940946
2017-08-19,-1.122008463456732
2017-08-20,-1.0316430178855789
2017-08-21,-0.37202605490237683
2017-08-22,-1.6622593047849177
2017-08-23,-2.3645367885160073
2017-08-24,-0.7104725680171595
2017-08-25,-0.5226148434322777
2017-08-26,-1.335219991803525
2017-08-27,-0.37305790518414594
2017-08-28,0.12205114883148921
2017-08-29,-0.2672561881552967
2017-08-30,-0.21910629546225222
2017-08-31,0.6352344999328263
2017-09-01,0.1474928260917449
2017-09-02,-0.2116631862838898
2017-09-03,-0.08335348286376693
2017-09-04,0.3419888246906766
2017-09-05,0.13492765432341883
2017-09-06,-0.25683796628490985
2017-09-07,0.19372155754656548
2017-09-08,0.4099224115185335
2017-09-09,-0.17889297309049113
2017-09-10,0.7376012500254326
2017-09-11,0.7873680005690482
2017-09-12,0.40542658584482755
2017-09-13,0.5432559804525643
2017-09-14,0.5219952703411077
2017-09-15,0.7451504559997727
2017-09-16,0.9316062956986415
2017-09-17,0.607539370001533
2017-09-18,0.9089127705641996
2017-09-19,0.6501706798320523
2017-09-20,0.4491801483018192
2017-09-21,0.6220781466510937
2017-09-22,0.7616853314662889
2017-09-23,0.4005008251590686
2017-09-24,0.6715623013106564
2017-09-25,0.9075195520163942
2017-09-26,0.489933935572117
2017-09-27,0.030525127915441486
2017-09-28,-0.04417998469511465
2017-09-29,0.2009925708345337
2017-09-30,-0.49019598434406575
2017-10-01,0.15600138896791643
2017-10-02,0.189217484923667
2017-10-03,-0.17832606227012007
2017-10-04,-0.2404795179640056
2017-10-05,0.44053287984619655
2017-10-06,0.2545289826681518
2017-10-07,0.4342876810950009
2017-10-08,1.1721005854186375
2017-10-09,1.055849340388987
2017-10-10,0.2441097019407081
2017-10-11,-0.17495548528225915
2017-10-12,0.44681375017255615
2017-10-13,0.1931352318115146
2017-10-14,0.0778021443007128
2017-10-15,0.24198085364772928
2017-10-16,0.5485439253918896
2017-10-17,0.3280546676339008
2017-10-18,-0.2179757266582657
2017-10-19,-0.07320906092362
2017-10-20,0.22628132357717834
2017-10-21,-0.2916767069732997
2017-10-22,-0.0886813734884801
2017-10-23,0.2653641654202371
2017-10-24,-0.15833087875652382
2017-10-25,-0.1686039856835965
2017-10-26,-0.014471078824673467
2017-10-27,0.25638314791225464
2017-10-28,-0.06772712440711612
2017-10-29,-0.03588722105345543
2017-10-30,0.7192101789482175
2017-10-31,0.21058687440545495
2017-11-01,0.03737024756674162
2017-11-02,0.38034177373187794
2017-11-03,0.4742164448839579
2017-11-04,0.19650687470373782
2017-11-05,0.0357654455554675
2017-11-06,-0.00978328078567986
2017-11-07,0.09665864087435143
2017-11-08,0.058674891428735276
2017-11-09,0.33430557392184046
2017-11-10,0.2373355584240131
2017-11-11,-0.073081797967115
2017-11-12,0.2913875527289359
2017-11-13,0.5392496297478859
2017-11-14,-0.010652576514066966
2017-11-15,-0.14363823842750575
2017-11-16,0.14028235736508232
2017-11-17,0.1473547827322722
2017-11-18,-0.1510681581402901
2017-11-19,0.22563651253560904
2017-11-20,0.0538546977440029
2017-11-21,-0.29610367693825357
2017-11-22,-0.6871946015016733
2017-11-23,-0.49001105180900395
2017-11-24,-0.09540044947950979
2017-11-25,-0.004051174653557144
2017-11-26,0.5434876883449478
2017-11-27,0.7514863832993751
2017-11-28,0.43681621665443965
2017-11-29,0.5744861107903699
2017-11-30,1.0467373672366505
2017-12-01,0.6688859340710271
2017-12-02,0.30111491895082304
2017-12-03,0.9828506329152746
2017-12-04,0.9501744092637395
2017-12-05,0.9810889291974395
2017-12-06,0.3069855191398823
2017-12-07,0.6595298118128328
2017-12-08,0.5369451415874489
2017-12-09,0.5134405029986795
2017-12-10,0.5925149798293895
2017-12-11,0.5795805756983778
2017-12-12,0.3654330631730621
2017-12-13,-0.9183417144639234
2017-12-14,-1.2888889928722753
2017-12-15,-0.5771163361336817
2017-12-16,-0.6198246018651474
2017-12-17,-0.12353448978793655
2017-12-18,0.16191605151950136
2017-12-19,-0.15023247205749893
2017-12-20,-0.379847294208617
2017-12-21,-0.28981798736740333
2017-12-22,-1.372819124936573
2017-12-23,-2.040731826226902
2017-12-24,-1.8994962477642503
2017-12-25,-2.1509034104409337
2017-12-26,-0.6099106032784742
2017-12-27,-1.8108483519323777
2017-12-28,-1.8515663417010804
2017-12-29,-1.5064809783863145
2017-12-30,-0.5664014586091112
2017-12-31,-0.40264467111046787
2018-01-01,-0.30674525253499213
2018-01-02,0.39445869102123293
2018-01-03,-1.0154371047140223
2018-01-04,-0.08554944873818968
2018-01-05,0.0840508692346591
2018-01-06,-1.647533121220729
2018-01-07,-0.1844718667651995
2018-01-08,0.3984518946204516
2018-01-09,-0.20757908851527732
2018-01-10,-1.3977299467037234
2018-01-11,-0.11514824026579187
2018-01-12,-0.09795661234390382
2018-01-13,-0.20546617760553781
2018-01-14,0.08068129949833705
2018-01-15,-0.06334951871378441
2018-01-16,0.10638906061080454
2018-01-17,-0.33957330430088184
2018-01-18,-0.43849594104019646
2018-01-19,0.16886789833677515
2018-01-20,-0.23772662941358408
2018-01-21,-0.35657029654049405
2018-01-22,0.34384171842185357
2018-01-23,-0.12003626733436536
2018-01-24,0.17634996128044939
2018-01-25,0.32761940699170544
2018-01-26,-0.15866409772614848
2018-01-27,0.20899222783889157
2018-01-28,0.40336085861573334
2018-01-29,1.011580736913746
2018-01-30,0.5607779670807481
2018-01-31,0.3060447857388858
2018-02-01,0.4419630490846481
2018-02-02,0.3578590425752902
2018-02-03,0.43053788074689103
2018-02-04,0.26435033651276785
2018-02-05,0.3402702098671974
2018-02-06,0.5202521125622399
2018-02-07,-0.28195782177858275
2018-02-08,0.33638558839464305
2018-02-09,-0.07547011526343717
2018-02-10,-0.506378897957916
2018-02-11,-0.8243206058492885
2018-02-12,-0.727001086116716
2018-02-13,-0.08150611931954842
2018-02-14,-0.4923483758769347
2018-02-15,-0.6217123718409308
2018-02-16,-0.7918322067662171
2018-02-17,-0.5746682453949797
2018-02-18,-0.12738002967130102
2018-02-19,0.2541189902502379
2018-02-20,0.40132182656339066
2018-02-21,-0.11107387368801559
2018-02-22,0.023589857927052954
2018-02-23,0.6598933901851769
2018-02-24,0.8174313737881004
2018-02-25,0.6324536738325683
2018-02-26,0.6222531304388186
2018-02-27,0.6144777584872485
2018-02-28,0.3661700523279446
2018-03-01,0.3639723693816219
2018-03-02,0.013303157397233395
2018-03-03,0.41640830884672014
2018-03-04,0.49152974233520186
2018-03-05,0.7595598466057762
2018-03-06,0.18936248367827951
2018-03-07,-0.15585247435507732
2018-03-08,0.25647787704146674
2018-03-09,0.31277017983323374
2018-03-10,-0.12152891199529928
2018-03-11,0.021557167160519447
2018-03-12,0.13586145901851165
2018-03-13,-0.13495975835045337
2018-03-14,-0.21227922461366922
2018-03-15,0.08889767467708479
2018-03-16,-0.012056267791199816
2018-03-17,-0.029196374533522612
2018-03-18,-0.0698120212750894
2018-03-19,0.49857577161896116
2018-03-20,0.230178854762843
2018-03-21,0.022266522677734907
2018-03-22,0.05676876697372358
2018-03-23,0.24406367763221776
2018-03-24,0.256209912988293
2018-03-25,0.3127311116581445
2018-03-26,0.6158060959401013
2018-03-27,0.24258575504525584
2018-03-28,-0.10056765323804531
2018-03-29,-0.09086824402087983
2018-03-30,-0.1931182971761134
2018-03-31,-0.16648611300315486
2018-04-01,-0.17867685859830232
2018-04-02,-0.026541809938192662
2018-04-03,-0.2843228125450018
2018-04-04,0.00886793251685794
2018-04-05,-0.319263588441992
2018-04-06,0.00972891742290874
2018-04-07,-0.3191523698839013
2018-04-08,-0.04023850434686251
2018-04-09,0.5180531125001184
2018-04-10,-0.0002835251595411231
2018-04-11,-0.39933437758782264
2018-04-12,0.18529856869554215
2018-04-13,0.3874589643670415
2018-04-14,0.1318198259533403
2018-04-15,0.2201315030254212
2018-04-16,0.22336600594765005
2018-04-17,-0.08925677275837712
2018-04-18,-0.40330416589316354
2018-04-19,-0.09985289169744285
2018-04-20,0.14590471479125894
2018-04-21,0.2021139039205439
2018-04-22,0.054666032726041654
2018-04-23,0.21193323327787428
2018-04-24,0.23057219253868022
2018-04-25,-0.04255931820317506
2018-04-26,-0.4870992579933154
2018-04-27,-0.12197067154076616
2018-04-28,-0.406294109640419
2018-04-29,-0.12289243059973738
2018-04-30,0.5469118477662045
2018-05-01,0.2368260631825653
2018-05-02,-0.09283778524875033
2018-05-03,0.37696685166030475
2018-05-04,0.24344129834827136
2018-05-05,0.07013970348332707
2018-05-06,0.24899700521276938
2018-05-07,0.14407165650071674
2018-05-08,-0.2044061312505179
2018-05-09,-1.6754458778158947
2018-05-10,-0.6125605119549126
2018-05-11,-0.19693924993203393
2018-05-12,-0.7251417792782923
2018-05-13,-0.2643348616561686
2018-05-14,-0.10254244244987468
2018-05-15,-0.28434136421523065
2018-05-16,-0.29989438039831584
2018-05-17,-0.11305754344739098
2018-05-18,-0.03060633672169326
2018-05-19,-0.5356680144893384
2018-05-20,-0.09242884677852378
2018-05-21,0.18111965396290988
2018-05-22,-0.18100257460163238
2018-05-23,-0.4362366512413933
2018-05-24,0.02858935119673477
2018-05-25,-0.24782957553932272
2018-05-26,-0.15908890708034773
2018-05-27,-0.5070939393587012
2018-05-28,-0.13510436699749648
2018-05-29,-0.5943424579352852
2018-05-30,-0.3008954668593508
2018-05-31,-0.1780953336361194
2018-06-01,-0.23619155204943598
2018-06-02,-0.5547849203856412
2018-06-03,-0.4731891613362718
2018-06-04,-0.43561957227035697
2018-06-05,-0.11750842384329457
2018-06-06,-0.6024494879852211
2018-06-07,-0.607173654662126
2018-06-08,-0.6904214736103954
2018-06-09,-0.5911536140714553
2018-06-10,-0.7884897713864257
2018-06-11,-0.18782133607142174
2018-06-12,-0.3341678170836619
2018-06-13,-0.7147009822108779
2018-06-14,-0.9191135243215218
2018-06-15,-0.4341054477659707
2018-06-16,-0.9888648117481847
2018-06-17,-0.7620767506843781
2018-06-18,-0.7245591932099007
2018-06-19,-0.8030235751655375
2018-06-20,-0.7432111855147772
2018-06-21,-0.5757018241652542
2018-06-22,-0.613659770623899
2018-06-23,-0.7387936440702805
2018-06-24,-0.49622604677967375
2018-06-25,-0.7049550675513058
2018-06-26,-0.678019132572238
2018-06-27,-0.9907736014102677
2018-06-28,-0.7284173467484981
2018-06-29,-0.5699974349586723
2018-06-30,-0.9279389424652312
2018-07-01,-1.200372381335399
2018-07-02,-0.8689046396642454
2018-07-03,-1.134580418283422
2018-07-04,-1.2722216342744583
2018-07-05,-0.5961191803468412
2018-07-06,-0.43607261344736425
2018-07-07,-1.1167897931923618
2018-07-08,-0.697259216387951
2018-07-09,-0.27242885174947
2018-07-10,-0.7139076570621793
2018-07-11,-0.16116491266532074
2018-07-12,-0.29725767345120535
2018-07-13,-0.8220460550992151
2018-07-14,-1.2733824267388665
2018-07-15,-0.42875801671637964
2018-07-16,-0.4835877645827011
2018-07-17,-0.6281197082280436
2018-07-18,-1.1453081148316457
2018-07-19,-0.7230558208207865
